listing_id,title,property_type,bedrooms,bathrooms,area_sqft,price_aed,price_per_sqft,location,building,developer,agent_id,listing_status,listing_date,last_updated,views_count,furnished,parking_spaces,balcony,gym_access,pool_access,security,description
LST-000082,4BR Apartment in Burj Views,apartment,4,5,1816,2241380,1234,Downtown Dubai,Burj Views,Omniyat,Ali Hassan,sold,2025-07-20,2025-08-31,1243,True,2,False,False,True,True,"Beautiful 4-bedroom apartment in prestigious Burj Views, Downtown Dubai. Features 5 bathrooms, 1816 sqft of living space. Perfect for families."
LST-000083,4BR Penthouse in JBR Gardens,penthouse,4,4,2672,6318624,2364,JBR,JBR Gardens,Select Group,Mohammed Al Rashid,withdrawn,2024-12-13,2025-08-31,791,True,2,False,True,True,False,"Beautiful 4-bedroom penthouse in prestigious JBR Gardens, JBR. Features 4 bathrooms, 2672 sqft of living space. Perfect for families."
LST-000084,4BR Villa in Hills Views,villa,4,4,1458,2891371,1983,Emirates Hills,Hills Views,Binghatti Developers,Emily Chen,active,2024-09-26,2025-08-31,739,True,3,True,True,True,True,"Beautiful 4-bedroom villa in prestigious Hills Views, Emirates Hills. Features 4 bathrooms, 1458 sqft of living space. Perfect for families."
LST-000085,4BR Penthouse in Hills Heights,penthouse,4,6,2773,4969898,1792,Emirates Hills,Hills Heights,Deyaar Development,David Wilson,withdrawn,2025-05-03,2025-08-31,1143,True,2,False,True,False,False,"Beautiful 4-bedroom penthouse in prestigious Hills Heights, Emirates Hills. Features 6 bathrooms, 2773 sqft of living space. Perfect for families."
LST-000086,6BR Penthouse in Hills Central,penthouse,6,8,3414,8159905,2390,Emirates Hills,Hills Central,Sobha Realty,Ali Hassan,sold,2025-08-04,2025-08-31,1363,False,2,True,True,False,True,"Beautiful 6-bedroom penthouse in prestigious Hills Central, Emirates Hills. Features 8 bathrooms, 3414 sqft of living space. Perfect for families."
LST-000087,6BR Penthouse in Palm Heights,penthouse,6,6,3491,5122473,1467,Palm Jumeirah,Palm Heights,Sobha Realty,Abdullah Al Muhairi,sold,2025-08-17,2025-08-31,899,True,3,False,True,False,True,"Beautiful 6-bedroom penthouse in prestigious Palm Heights, Palm Jumeirah. Features 6 bathrooms, 3491 sqft of living space. Perfect for families."
LST-000088,3BR Apartment in Jumeirah Views,apartment,3,3,2818,3462821,1228,Jumeirah,Jumeirah Views,Dubai Properties,Ali Hassan,under_contract,2025-08-11,2025-08-31,637,False,1,False,False,True,True,"Beautiful 3-bedroom apartment in prestigious Jumeirah Views, Jumeirah. Features 3 bathrooms, 2818 sqft of living space. Perfect for families."
LST-000089,4BR Villa in Marina Promenade,villa,4,6,2789,4998092,1792,Dubai Marina,Marina Promenade,Azizi Developments,Emily Chen,sold,2025-05-01,2025-08-31,666,True,0,True,False,False,True,"Beautiful 4-bedroom villa in prestigious Marina Promenade, Dubai Marina. Features 6 bathrooms, 2789 sqft of living space. Perfect for families."
LST-000090,0BR Studio in Downtown Views,studio,0,2,1555,1500000,964,Downtown Dubai,Downtown Views,Select Group,Ali Hassan,sold,2025-01-23,2025-08-31,53,False,1,False,True,True,False,"Beautiful 0-bedroom studio in prestigious Downtown Views, Downtown Dubai. Features 2 bathrooms, 1555 sqft of living space. Perfect for professionals."
LST-000091,0BR Studio in The Residences,studio,0,1,1462,1042564,713,Downtown Dubai,The Residences,Azizi Developments,Michael Brown,sold,2025-08-22,2025-08-31,781,True,2,True,True,False,True,"Beautiful 0-bedroom studio in prestigious The Residences, Downtown Dubai. Features 1 bathrooms, 1462 sqft of living space. Perfect for professionals."
LST-000092,1BR Studio in Marina Promenade,studio,1,3,1058,1113881,1052,Dubai Marina,Marina Promenade,Omniyat,Abdullah Al Muhairi,withdrawn,2024-10-11,2025-08-31,423,True,0,False,True,False,True,"Beautiful 1-bedroom studio in prestigious Marina Promenade, Dubai Marina. Features 3 bathrooms, 1058 sqft of living space. Perfect for professionals."
LST-000093,3BR Apartment in Marina Gate,apartment,3,4,2155,2238903,1038,Dubai Marina,Marina Gate,Union Properties,Amanda Davis,sold,2025-08-12,2025-08-31,1592,True,2,False,True,False,False,"Beautiful 3-bedroom apartment in prestigious Marina Gate, Dubai Marina. Features 4 bathrooms, 2155 sqft of living space. Perfect for families."
LST-000094,5BR Penthouse in Burj Views,penthouse,5,7,2400,6550234,2729,Downtown Dubai,Burj Views,Azizi Developments,Aisha Al Falasi,under_contract,2024-12-19,2025-08-31,1467,False,2,False,True,False,True,"Beautiful 5-bedroom penthouse in prestigious Burj Views, Downtown Dubai. Features 7 bathrooms, 2400 sqft of living space. Perfect for families."
LST-000095,1BR Studio in DIFC Views,studio,1,2,910,602109,661,DIFC,DIFC Views,Omniyat,David Wilson,sold,2025-01-14,2025-08-31,1284,False,1,False,False,False,True,"Beautiful 1-bedroom studio in prestigious DIFC Views, DIFC. Features 2 bathrooms, 910 sqft of living space. Perfect for professionals."
LST-000096,2BR Townhouse in Jumeirah Residences,townhouse,2,2,2274,3871529,1702,Jumeirah,Jumeirah Residences,Dubai Properties,Lisa Thompson,active,2025-06-18,2025-08-31,1788,False,0,True,True,True,False,"Beautiful 2-bedroom townhouse in prestigious Jumeirah Residences, Jumeirah. Features 2 bathrooms, 2274 sqft of living space. Perfect for professionals."
LST-000097,0BR Studio in Jumeirah Residences,studio,0,2,814,741366,910,Jumeirah,Jumeirah Residences,Dubai Properties,Michael Brown,withdrawn,2025-07-22,2025-08-31,1225,True,2,False,False,False,True,"Beautiful 0-bedroom studio in prestigious Jumeirah Residences, Jumeirah. Features 2 bathrooms, 814 sqft of living space. Perfect for professionals."
LST-000098,6BR Villa in Burj Vista,villa,6,8,3285,6450780,1963,Downtown Dubai,Burj Vista,Damac Properties,Fatima Al Qassimi,sold,2024-09-04,2025-08-31,963,True,2,False,True,True,True,"Beautiful 6-bedroom villa in prestigious Burj Vista, Downtown Dubai. Features 8 bathrooms, 3285 sqft of living space. Perfect for families."
LST-000099,6BR Villa in Downtown Views,villa,6,6,3009,5413973,1799,Downtown Dubai,Downtown Views,Select Group,Mohammed Al Rashid,sold,2025-03-30,2025-08-31,1793,True,1,False,True,True,True,"Beautiful 6-bedroom villa in prestigious Downtown Views, Downtown Dubai. Features 6 bathrooms, 3009 sqft of living space. Perfect for families."
LST-000100,2BR Penthouse in Palm Vista,penthouse,2,3,2034,5184023,2548,Palm Jumeirah,Palm Vista,Deyaar Development,Ali Hassan,active,2025-07-28,2025-08-31,683,False,3,False,False,True,True,"Beautiful 2-bedroom penthouse in prestigious Palm Vista, Palm Jumeirah. Features 3 bathrooms, 2034 sqft of living space. Perfect for professionals."
LST-000101,5BR Penthouse in Jumeirah Heights,penthouse,5,7,2559,5092940,1990,Jumeirah,Jumeirah Heights,Binghatti Developers,Lisa Thompson,under_contract,2025-01-21,2025-08-31,1079,True,0,True,False,True,True,"Beautiful 5-bedroom penthouse in prestigious Jumeirah Heights, Jumeirah. Features 7 bathrooms, 2559 sqft of living space. Perfect for families."
LST-000102,4BR Townhouse in Jumeirah Views,townhouse,4,4,1813,2581718,1424,Jumeirah,Jumeirah Views,Union Properties,Fatima Al Qassimi,under_contract,2024-10-14,2025-08-31,670,True,1,True,True,False,True,"Beautiful 4-bedroom townhouse in prestigious Jumeirah Views, Jumeirah. Features 4 bathrooms, 1813 sqft of living space. Perfect for families."
LST-000103,3BR Apartment in Marina Heights,apartment,3,5,1531,1929328,1260,Dubai Marina,Marina Heights,Azizi Developments,Ahmed Al Mansouri,withdrawn,2024-10-13,2025-08-31,1167,False,2,False,True,False,False,"Beautiful 3-bedroom apartment in prestigious Marina Heights, Dubai Marina. Features 5 bathrooms, 1531 sqft of living space. Perfect for families."
LST-000104,2BR Apartment in Hills Heights,apartment,2,3,1751,1909554,1090,Emirates Hills,Hills Heights,Sobha Realty,Aisha Al Falasi,under_contract,2025-03-23,2025-08-31,1814,False,2,False,True,False,True,"Beautiful 2-bedroom apartment in prestigious Hills Heights, Emirates Hills. Features 3 bathrooms, 1751 sqft of living space. Perfect for professionals."
LST-000105,2BR Penthouse in Jumeirah Views,penthouse,2,3,1820,4098605,2251,Jumeirah,Jumeirah Views,Damac Properties,Sarah Johnson,sold,2025-02-15,2025-08-31,1819,False,1,True,False,False,True,"Beautiful 2-bedroom penthouse in prestigious Jumeirah Views, Jumeirah. Features 3 bathrooms, 1820 sqft of living space. Perfect for professionals."
LST-000106,1BR Studio in Palm Gardens,studio,1,2,1331,1242315,933,Palm Jumeirah,Palm Gardens,Damac Properties,Khalid Al Suwaidi,withdrawn,2025-04-29,2025-08-31,490,False,0,True,False,False,False,"Beautiful 1-bedroom studio in prestigious Palm Gardens, Palm Jumeirah. Features 2 bathrooms, 1331 sqft of living space. Perfect for professionals."
LST-000107,1BR Apartment in JBR Gardens,apartment,1,2,974,1294907,1329,JBR,JBR Gardens,Select Group,Michael Brown,withdrawn,2025-02-24,2025-08-31,142,False,0,True,False,False,True,"Beautiful 1-bedroom apartment in prestigious JBR Gardens, JBR. Features 2 bathrooms, 974 sqft of living space. Perfect for professionals."
LST-000108,1BR Studio in DIFC Residences,studio,1,3,2093,1500000,716,DIFC,DIFC Residences,Nakheel,Emily Chen,withdrawn,2025-02-20,2025-08-31,1677,False,2,True,True,False,True,"Beautiful 1-bedroom studio in prestigious DIFC Residences, DIFC. Features 3 bathrooms, 2093 sqft of living space. Perfect for professionals."
LST-000109,5BR Villa in Marina Heights,villa,5,6,2563,4364446,1702,Dubai Marina,Marina Heights,Al Habtoor Group,Ali Hassan,sold,2024-10-21,2025-08-31,702,True,3,False,False,False,False,"Beautiful 5-bedroom villa in prestigious Marina Heights, Dubai Marina. Features 6 bathrooms, 2563 sqft of living space. Perfect for families."
LST-000110,4BR Townhouse in Hills Heights,townhouse,4,6,1524,3503157,2298,Emirates Hills,Hills Heights,Al Habtoor Group,David Wilson,active,2024-10-29,2025-08-31,1021,False,1,True,False,True,False,"Beautiful 4-bedroom townhouse in prestigious Hills Heights, Emirates Hills. Features 6 bathrooms, 1524 sqft of living space. Perfect for families."
LST-000111,1BR Apartment in Palm Vista,apartment,1,1,738,785691,1064,Palm Jumeirah,Palm Vista,Azizi Developments,Ali Hassan,withdrawn,2024-09-11,2025-08-31,467,False,3,True,True,True,False,"Beautiful 1-bedroom apartment in prestigious Palm Vista, Palm Jumeirah. Features 1 bathrooms, 738 sqft of living space. Perfect for professionals."
LST-000112,3BR Townhouse in Hills Residences,townhouse,3,4,2191,3208219,1464,Emirates Hills,Hills Residences,Dubai Properties,Fatima Al Qassimi,withdrawn,2025-05-24,2025-08-31,554,False,2,True,False,False,True,"Beautiful 3-bedroom townhouse in prestigious Hills Residences, Emirates Hills. Features 4 bathrooms, 2191 sqft of living space. Perfect for families."
LST-000113,4BR Penthouse in Hills Central,penthouse,4,6,2928,6692716,2285,Emirates Hills,Hills Central,Meraas,Emily Chen,withdrawn,2025-02-09,2025-08-31,1726,False,1,False,True,False,True,"Beautiful 4-bedroom penthouse in prestigious Hills Central, Emirates Hills. Features 6 bathrooms, 2928 sqft of living space. Perfect for families."
LST-000114,5BR Townhouse in Jumeirah Residences,townhouse,5,5,1913,3777493,1974,Jumeirah,Jumeirah Residences,Meraas,Fatima Al Qassimi,under_contract,2025-07-06,2025-08-31,1310,True,1,True,True,True,True,"Beautiful 5-bedroom townhouse in prestigious Jumeirah Residences, Jumeirah. Features 5 bathrooms, 1913 sqft of living space. Perfect for families."
LST-000115,5BR Townhouse in Downtown Views,townhouse,5,5,2895,4917280,1698,Downtown Dubai,Downtown Views,Emaar Properties,Lisa Thompson,withdrawn,2024-09-30,2025-08-31,1964,False,3,True,False,False,False,"Beautiful 5-bedroom townhouse in prestigious Downtown Views, Downtown Dubai. Features 5 bathrooms, 2895 sqft of living space. Perfect for families."
LST-000116,0BR Studio in Marina Heights,studio,0,2,1980,1500000,757,Dubai Marina,Marina Heights,Emaar Properties,Lisa Thompson,withdrawn,2025-06-01,2025-08-31,1962,True,3,False,True,False,True,"Beautiful 0-bedroom studio in prestigious Marina Heights, Dubai Marina. Features 2 bathrooms, 1980 sqft of living space. Perfect for professionals."
LST-000117,0BR Studio in Marina Promenade,studio,0,1,1082,946041,874,Dubai Marina,Marina Promenade,Omniyat,Amanda Davis,under_contract,2024-12-15,2025-08-31,1008,False,1,True,False,True,False,"Beautiful 0-bedroom studio in prestigious Marina Promenade, Dubai Marina. Features 1 bathrooms, 1082 sqft of living space. Perfect for professionals."
LST-000118,3BR Apartment in JBR Views,apartment,3,4,2262,2724897,1204,JBR,JBR Views,Sobha Realty,Lisa Thompson,withdrawn,2025-01-24,2025-08-31,1105,False,0,False,True,True,True,"Beautiful 3-bedroom apartment in prestigious JBR Views, JBR. Features 4 bathrooms, 2262 sqft of living space. Perfect for families."
LST-000119,3BR Villa in Hills Central,villa,3,4,1885,3186343,1690,Emirates Hills,Hills Central,Binghatti Developers,Fatima Al Qassimi,sold,2025-03-29,2025-08-31,1242,True,2,False,True,True,True,"Beautiful 3-bedroom villa in prestigious Hills Central, Emirates Hills. Features 4 bathrooms, 1885 sqft of living space. Perfect for families."
LST-000120,6BR Villa in Hills Central,villa,6,8,3758,7118614,1894,Emirates Hills,Hills Central,Select Group,David Wilson,active,2024-10-07,2025-08-31,1926,False,2,True,True,True,False,"Beautiful 6-bedroom villa in prestigious Hills Central, Emirates Hills. Features 8 bathrooms, 3758 sqft of living space. Perfect for families."
LST-000121,1BR Studio in Palm Gardens,studio,1,2,2137,1500000,701,Palm Jumeirah,Palm Gardens,Deyaar Development,Omar Al Zaabi,under_contract,2024-09-16,2025-08-31,1595,True,3,False,True,True,True,"Beautiful 1-bedroom studio in prestigious Palm Gardens, Palm Jumeirah. Features 2 bathrooms, 2137 sqft of living space. Perfect for professionals."
LST-000122,0BR Studio in Ranches Views,studio,0,0,1171,1274623,1088,Arabian Ranches,Ranches Views,Deyaar Development,Emily Chen,under_contract,2024-11-05,2025-08-31,1051,True,3,True,False,True,False,"Beautiful 0-bedroom studio in prestigious Ranches Views, Arabian Ranches. Features 0 bathrooms, 1171 sqft of living space. Perfect for professionals."
LST-000123,1BR Studio in Hills Heights,studio,1,3,1331,1395617,1048,Emirates Hills,Hills Heights,Azizi Developments,Fatima Al Qassimi,active,2025-05-11,2025-08-31,1234,True,0,False,False,True,True,"Beautiful 1-bedroom studio in prestigious Hills Heights, Emirates Hills. Features 3 bathrooms, 1331 sqft of living space. Perfect for professionals."
LST-000124,3BR Apartment in Downtown Views,apartment,3,4,1468,1851710,1261,Downtown Dubai,Downtown Views,Binghatti Developers,Rachel Green,sold,2025-02-16,2025-08-31,968,False,3,True,True,False,True,"Beautiful 3-bedroom apartment in prestigious Downtown Views, Downtown Dubai. Features 4 bathrooms, 1468 sqft of living space. Perfect for families."
LST-000125,6BR Penthouse in Palm Residences,penthouse,6,6,2612,6650164,2546,Palm Jumeirah,Palm Residences,Binghatti Developers,Ahmed Al Mansouri,sold,2025-01-05,2025-08-31,1429,False,3,True,True,False,False,"Beautiful 6-bedroom penthouse in prestigious Palm Residences, Palm Jumeirah. Features 6 bathrooms, 2612 sqft of living space. Perfect for families."
LST-000126,3BR Villa in Palm Heights,villa,3,3,2757,5091876,1846,Palm Jumeirah,Palm Heights,Al Habtoor Group,Ahmed Al Mansouri,under_contract,2025-05-17,2025-08-31,187,True,0,False,True,True,True,"Beautiful 3-bedroom villa in prestigious Palm Heights, Palm Jumeirah. Features 3 bathrooms, 2757 sqft of living space. Perfect for families."
LST-000127,7BR Villa in DIFC Residences,villa,7,7,2131,3210099,1506,DIFC,DIFC Residences,Meraas,Jennifer Smith,sold,2024-11-08,2025-08-31,1274,False,1,False,True,True,False,"Beautiful 7-bedroom villa in prestigious DIFC Residences, DIFC. Features 7 bathrooms, 2131 sqft of living space. Perfect for families."
LST-000128,2BR Apartment in JBR Central,apartment,2,4,2290,2418973,1056,JBR,JBR Central,Deyaar Development,Sarah Johnson,sold,2024-10-05,2025-08-31,1424,False,2,False,False,True,False,"Beautiful 2-bedroom apartment in prestigious JBR Central, JBR. Features 4 bathrooms, 2290 sqft of living space. Perfect for professionals."
LST-000129,1BR Studio in DIFC Views,studio,1,1,1161,942204,811,DIFC,DIFC Views,Select Group,Ali Hassan,withdrawn,2025-08-01,2025-08-31,1201,False,3,True,False,True,False,"Beautiful 1-bedroom studio in prestigious DIFC Views, DIFC. Features 1 bathrooms, 1161 sqft of living space. Perfect for professionals."
LST-000130,4BR Apartment in Bay Heights,apartment,4,5,1489,1669736,1121,Business Bay,Bay Heights,Sobha Realty,Sarah Johnson,sold,2025-02-18,2025-08-31,1429,True,0,True,True,False,True,"Beautiful 4-bedroom apartment in prestigious Bay Heights, Business Bay. Features 5 bathrooms, 1489 sqft of living space. Perfect for families."
LST-000131,2BR Apartment in Jumeirah Central,apartment,2,2,2418,2104602,870,Jumeirah,Jumeirah Central,Binghatti Developers,Amanda Davis,under_contract,2024-09-08,2025-08-31,1287,True,3,True,False,False,False,"Beautiful 2-bedroom apartment in prestigious Jumeirah Central, Jumeirah. Features 2 bathrooms, 2418 sqft of living space. Perfect for professionals."
LST-000132,4BR Townhouse in Hills Central,townhouse,4,5,2350,4454452,1895,Emirates Hills,Hills Central,Deyaar Development,Emily Chen,withdrawn,2025-03-20,2025-08-31,1922,True,2,False,False,True,True,"Beautiful 4-bedroom townhouse in prestigious Hills Central, Emirates Hills. Features 5 bathrooms, 2350 sqft of living space. Perfect for families."
LST-000133,5BR Townhouse in Palm Tower,townhouse,5,6,1812,2580614,1424,Palm Jumeirah,Palm Tower,Sobha Realty,Khalid Al Suwaidi,under_contract,2024-12-18,2025-08-31,1177,False,2,False,False,False,True,"Beautiful 5-bedroom townhouse in prestigious Palm Tower, Palm Jumeirah. Features 6 bathrooms, 1812 sqft of living space. Perfect for families."
