id,address,price_aed,bedrooms,bathrooms,square_feet,property_type,area,developer,completion_date,view,amenities,service_charges,agent,agency,status,listing_date,last_updated
333,"Building 760, Floor 37, Unit 39, Dubai International Financial Centre, Dubai, UAE",1439036,3,2,1446,Apartment,Dubai International Financial Centre,Better Homes,2022-12-15,Sea View,"Garden, Swimming Pool, Tennis Court, BBQ Area, Spa, Study Room, Central AC",29715,Sarah Anderson,Smith-Cook,Available,2025-06-06,2025-08-24 16:23:04
334,"Building 402, Floor 10, Unit 714, Dubai Production City, Dubai, UAE",2656744,4,4,6843,Triplex,Dubai Production City,Bloom Properties,2021-01-11,Pool View,"Basketball Court, Terrace, Maid's Room",14948,Loretta Mckee,آل بن ظافر Group,Under Contract,2025-05-27,2025-08-24 16:23:04
335,"Building 304, Floor 25, Unit 675, Al Faqa, Dubai, UAE",2649126,3,2,7904,Loft,Al Faqa,Meraas,2025-10-01,Garden View,"Walk-in Closet, Maid's Room, Security",23021,Caitlyn Villarreal,"Lee, Howard and May",Available,2025-06-30,2025-08-24 16:23:04
336,"Building 241, Floor 45, Unit 867, Dubai Sports City, Dubai, UAE",454530,6,3,7704,Garden Apartment,Dubai Sports City,Better Homes,2024-11-27,Mountain View,"Study Room, Security, Spa, Driver's Room, Concierge",30604,John Dickson,"Brennan, Hall and Santos",Rented,2024-12-17,2025-08-24 16:23:04
337,"Building 405, Floor 48, Unit 46, Al Hudaiba, Dubai, UAE",2390045,3,3,1629,Apartment,Al Hudaiba,Cluttons,2026-03-11,City View,"Terrace, Gym, Pet Friendly",48790,Samantha Johnson,Jones-Wilson,Available,2025-06-11,2025-08-24 16:23:04
338,"Building 409, Floor 2, Unit 815, Dubai Hills Estate, Dubai, UAE",3424739,3,6,6928,Duplex,Dubai Hills Estate,Aqua Properties,2026-11-04,Pool View,"Parking, Security, Pet Friendly",10366,Kevin Blackwell,آل عطفة LLC,Available,2024-10-13,2025-08-24 16:23:04
339,"Building 337, Floor 22, Unit 488, Dubai Hills Estate, Dubai, UAE",1289161,4,3,7068,Triplex,Dubai Hills Estate,Aqua Properties,2024-03-10,Street View,"Garden, Swimming Pool, Parking",41963,جدير آل علي,آل جعفر LLC,Under Contract,2024-10-29,2025-08-24 16:23:04
340,"Building 578, Floor 49, Unit 106, Jumeirah Park, Dubai, UAE",4110859,6,3,4677,Penthouse,Jumeirah Park,Meraas,2025-01-06,Sea View,"Basketball Court, Pet Friendly, Built-in Wardrobes",35336,Christopher Romero,"الجابر, بن لادن and شربتلي",Sold,2025-05-09,2025-08-24 16:23:04
341,"Building 684, Floor 34, Unit 564, Jumeirah Islands, Dubai, UAE",2022323,4,2,2260,Triplex,Jumeirah Islands,Better Homes,2025-04-06,Street View,"Study Room, Tennis Court, Swimming Pool, Built-in Wardrobes, Parking",33988,Pamela Hess,"Leblanc, Aguirre and Sullivan",Under Contract,2025-06-15,2025-08-24 16:23:04
342,"Building 755, Floor 13, Unit 719, The Springs, Dubai, UAE",1265509,7,3,3353,Loft,The Springs,Nakheel,2020-11-01,City View,"Walk-in Closet, Basketball Court, Terrace, Concierge, 24/7 Maintenance, Driver's Room, Maid's Room, Swimming Pool",5209,Kelly Cox,"العليان, كانو and آل عايض",Rented,2025-02-17,2025-08-24 16:23:04
343,"Building 198, Floor 25, Unit 522, Al Yalayis, Dubai, UAE",2800022,0,1,535,Studio,Al Yalayis,Better Homes,2022-02-15,Pool View,"Central AC, Parking, Terrace, Study Room, Security, Garden, 24/7 Maintenance",14944,الدكتور سلام بن لادن,Pearson and Sons,Under Contract,2024-10-19,2025-08-24 16:23:04
344,"Building 684, Floor 20, Unit 948, Al Qusais, Dubai, UAE",2694019,5,5,3715,Duplex,Al Qusais,Aqua Properties,2023-07-23,Mountain View,"Built-in Wardrobes, Balcony, Gym, Central AC, Children's Playground",28133,Amy Jones,Snyder Group,Sold,2024-11-04,2025-08-24 16:23:04
345,"Building 644, Floor 33, Unit 496, Dubai International Financial Centre, Dubai, UAE",2311154,6,2,2894,Loft,Dubai International Financial Centre,Cluttons,2020-12-26,City View,"Modern Kitchen, Furnished, Parking, Spa",25475,Kaylee Hernandez,"الحجار, العقيل and الشايع",Sold,2025-05-25,2025-08-24 16:23:04
346,"Building 738, Floor 3, Unit 884, Al Quoz, Dubai, UAE",1498910,0,1,339,Studio,Al Quoz,Select Group,2024-01-19,Garden View,"Parking, Driver's Room, Pet Friendly, Spa, Security",17116,أريج الجابر,آل بن لافي LLC,Available,2024-11-20,2025-08-24 16:23:04
347,"Building 815, Floor 8, Unit 190, Al Thanyah, Dubai, UAE",2787849,7,4,4332,Garden Apartment,Al Thanyah,Bloom Properties,2025-02-20,Pool View,"Walk-in Closet, Children's Playground, Modern Kitchen, Parking, Central AC",20242,الأستاذ خاطر العقيل,Robbins PLC,Available,2025-01-16,2025-08-24 16:23:04
348,"Building 421, Floor 11, Unit 255, Al Lisaili, Dubai, UAE",4147315,6,3,6608,Duplex,Al Lisaili,Aqua Properties,2027-01-08,City View,"Central AC, Garden, Gym, Tennis Court, BBQ Area, Modern Kitchen, Walk-in Closet",12771,Ryan Hill,Taylor-Schneider,Rented,2025-04-15,2025-08-24 16:23:04
349,"Building 249, Floor 37, Unit 983, Dubai Sports City, Dubai, UAE",6942555,3,3,2328,Penthouse,Dubai Sports City,Al Habtoor Group,2027-08-15,Mountain View,"Parking, Modern Kitchen, Driver's Room, Spa, Gym, Tennis Court, Basketball Court, Pet Friendly",20585,Jim Stanley,آل معيض-آل سلطان,Rented,2025-01-27,2025-08-24 16:23:04
350,"Building 810, Floor 36, Unit 660, Al Qusais, Dubai, UAE",1005120,5,5,5472,Loft,Al Qusais,Chestertons,2023-06-18,Pool View,"Driver's Room, Security, BBQ Area, Children's Playground, Maid's Room, Study Room",27599,Jodi Stewart,"العقيل, آل بن لافي and آل خضير",Available,2025-01-04,2025-08-24 16:23:04
351,"Building 784, Floor 49, Unit 213, Al Hudaiba, Dubai, UAE",5040576,6,6,5982,Duplex,Al Hudaiba,Better Homes,2021-02-23,Garden View,"Maid's Room, Gym, Modern Kitchen, Furnished, Basketball Court, Garden, Concierge, Study Room",40844,Kathleen Phelps,"Pena, Rivera and Luna",Under Contract,2025-01-11,2025-08-24 16:23:04
352,"Building 966, Floor 16, Unit 990, Dubai Hills Estate, Dubai, UAE",2275383,6,3,6800,Garden Apartment,Dubai Hills Estate,Omniyat,2023-03-01,Garden View,"Maid's Room, Security, Children's Playground, Balcony, Spa",44411,السيدة روبين آل حسين,"آل علي, آل عطفة and العقيل",Sold,2024-09-14,2025-08-24 16:23:04
353,"Building 339, Floor 13, Unit 731, Al Awir, Dubai, UAE",1175136,7,4,7363,Triplex,Al Awir,Omniyat,2024-04-27,City View,"BBQ Area, Gym, 24/7 Maintenance, Concierge, Built-in Wardrobes",30762,Kimberly Moore,العقيل Group,Under Contract,2025-01-17,2025-08-24 16:23:04
354,"Building 784, Floor 14, Unit 879, Al Qusais Industrial, Dubai, UAE",2483836,3,3,1515,Apartment,Al Qusais Industrial,Meraas,2026-05-06,Pool View,"Walk-in Closet, Garden, Study Room, Balcony, Modern Kitchen, Maid's Room",14303,Laura Koch,"Austin, Webster and Taylor",Available,2025-07-25,2025-08-24 16:23:04
355,"Building 729, Floor 45, Unit 195, Arabian Ranches, Dubai, UAE",2430283,7,2,6324,Garden Apartment,Arabian Ranches,Savills,2025-02-17,Garden View,"Pet Friendly, Tennis Court, Central AC, Gym, Swimming Pool, Built-in Wardrobes, Concierge, Spa",39079,Patricia Higgins,"Douglas, Reed and Graham",Under Contract,2025-05-14,2025-08-24 16:23:04
356,"Building 544, Floor 46, Unit 752, Dubai Internet City, Dubai, UAE",5709371,7,5,6986,Duplex,Dubai Internet City,Union Properties,2022-06-25,City View,"Study Room, Swimming Pool, Children's Playground, Maid's Room, Central AC, Furnished, Driver's Room, Parking",49526,Jake Reeves DVM,Hall and Sons,Sold,2025-08-06,2025-08-24 16:23:04
357,"Building 754, Floor 45, Unit 673, Al Awir, Dubai, UAE",6301829,4,4,4489,Townhouse,Al Awir,Al Habtoor Group,2026-06-06,Garden View,"Driver's Room, Furnished, BBQ Area, Gym",46483,Gabrielle Walker,Lee Ltd,Sold,2024-12-13,2025-08-24 16:23:04
358,"Building 756, Floor 26, Unit 254, Al Barsha, Dubai, UAE",5816515,3,2,2915,Townhouse,Al Barsha,Azizi Developments,2022-04-01,Pool View,"Gym, BBQ Area, Basketball Court, 24/7 Maintenance, Central AC, Garden, Spa",28913,David Lawrence,Stone and Sons,Available,2025-03-30,2025-08-24 16:23:04
359,"Building 506, Floor 30, Unit 116, Jumeirah Islands, Dubai, UAE",1542890,3,4,3260,Garden Apartment,Jumeirah Islands,Better Homes,2021-05-28,Street View,"Central AC, Gym, Pet Friendly, Garden, Furnished",36798,Austin Lee,"العجلان, آل بن لافي and حجار",Rented,2025-05-01,2025-08-24 16:23:04
360,"Building 863, Floor 41, Unit 12, Emirates Hills, Dubai, UAE",769952,6,5,2873,Triplex,Emirates Hills,Select Group,2026-01-13,Street View,"Furnished, Terrace, Security, Concierge, Study Room",33902,الدكتور ناضر المغاولة,Odom LLC,Rented,2024-11-02,2025-08-24 16:23:04
361,"Building 963, Floor 6, Unit 904, Al Lisaili, Dubai, UAE",4292509,3,5,6107,Penthouse,Al Lisaili,Al Habtoor Group,2021-08-04,Garden View,"Tennis Court, 24/7 Maintenance, Walk-in Closet, Parking, Built-in Wardrobes",18659,Christopher Gutierrez,"آل سلطان, آل علي and الخرافي",Under Contract,2025-04-10,2025-08-24 16:23:04
362,"Building 643, Floor 1, Unit 102, Dubai Marina, Dubai, UAE",7243228,3,4,7547,Penthouse,Dubai Marina,Aqua Properties,2023-11-19,Sea View,"Terrace, Gym, Children's Playground, Built-in Wardrobes, BBQ Area, Parking",25303,الأستاذ ريّان شربتلي,"Ellis, Hansen and Matthews",Under Contract,2025-02-18,2025-08-24 16:23:04
363,"Building 219, Floor 20, Unit 673, Al Barsha, Dubai, UAE",1222937,3,2,4586,Loft,Al Barsha,Union Properties,2027-02-10,Sea View,"Security, Spa, Parking, Driver's Room, Central AC, Maid's Room, Terrace, Furnished",14679,Carolyn Watson,آل عايض-فصيل,Available,2025-08-13,2025-08-24 16:23:04
364,"Building 27, Floor 20, Unit 501, Al Faqa, Dubai, UAE",949071,2,3,1709,Apartment,Al Faqa,Better Homes,2027-07-27,Pool View,"24/7 Maintenance, Maid's Room, Central AC, Spa, Basketball Court, Swimming Pool, Concierge",39233,كنان أبو داوود,حنبولي-آل قصير,Under Contract,2024-10-19,2025-08-24 16:23:04
365,"Building 64, Floor 50, Unit 391, Al Raffa, Dubai, UAE",1533509,5,3,7674,Serviced Apartment,Al Raffa,Chestertons,2022-01-15,Sea View,"Swimming Pool, BBQ Area, Balcony, Garden, Built-in Wardrobes, Driver's Room, Walk-in Closet, 24/7 Maintenance",48127,Becky Lopez,"آل سعود, آل حسين and العليان",Available,2024-10-22,2025-08-24 16:23:04
366,"Building 944, Floor 43, Unit 741, Al Qusais, Dubai, UAE",3343518,6,2,4788,Townhouse,Al Qusais,Meraas,2027-05-09,Mountain View,"Parking, Maid's Room, BBQ Area",22557,مفيد الجابر,Miller-Dillon,Available,2025-06-10,2025-08-24 16:23:04
367,"Building 906, Floor 16, Unit 319, The Meadows, Dubai, UAE",2841274,6,5,4496,Serviced Apartment,The Meadows,Savills,2025-07-10,Garden View,"Swimming Pool, Central AC, BBQ Area, Tennis Court, Driver's Room, Balcony, Parking",26844,Michael Conrad,Hines-Farley,Rented,2025-04-07,2025-08-24 16:23:04
368,"Building 617, Floor 9, Unit 213, Business Bay, Dubai, UAE",2803183,7,5,4019,Serviced Apartment,Business Bay,Select Group,2024-09-04,Garden View,"Swimming Pool, Furnished, Maid's Room, Central AC, Modern Kitchen",19020,ترف آل عطفة,شربتلي-آل صفوان,Under Contract,2025-01-03,2025-08-24 16:23:04
369,"Building 595, Floor 13, Unit 982, Al Safa, Dubai, UAE",2880269,6,5,4753,Garden Apartment,Al Safa,Knight Frank,2023-06-02,Street View,"Maid's Room, Study Room, Modern Kitchen, Pet Friendly, Swimming Pool, BBQ Area",12617,Elizabeth Ponce,أبا الخيل-الراشد,Under Contract,2025-03-09,2025-08-24 16:23:04
370,"Building 739, Floor 13, Unit 702, Jumeirah Beach Residence, Dubai, UAE",1990254,4,3,1860,Apartment,Jumeirah Beach Residence,Meraas,2024-02-04,Mountain View,"Terrace, Concierge, 24/7 Maintenance, Spa, Walk-in Closet, Gym, Security",47604,Terri Hicks,آل محمد بن علي بن جماز LLC,Rented,2024-12-24,2025-08-24 16:23:04
371,"Building 285, Floor 13, Unit 579, Dubai Silicon Oasis, Dubai, UAE",5273159,7,4,3190,Townhouse,Dubai Silicon Oasis,Chestertons,2021-02-18,Street View,"Balcony, Children's Playground, Study Room, Modern Kitchen, BBQ Area, 24/7 Maintenance",39688,زبير الحكير,"Jacobs, Fuller and Garner",Sold,2025-04-27,2025-08-24 16:23:04
372,"Building 212, Floor 19, Unit 958, Al Hudaiba, Dubai, UAE",4947985,5,4,5729,Townhouse,Al Hudaiba,Ellington Properties,2027-01-29,Garden View,"Pet Friendly, Gym, Children's Playground, Terrace",9096,Christopher Phelps,Jones Inc,Available,2025-02-14,2025-08-24 16:23:04
373,"Building 86, Floor 35, Unit 135, Emirates Hills, Dubai, UAE",1855308,3,3,5601,Loft,Emirates Hills,Union Properties,2023-09-27,Street View,"Basketball Court, Tennis Court, Garden, 24/7 Maintenance",23867,الدكتور حاتم الجفالي,Randall-Pierce,Sold,2024-10-12,2025-08-24 16:23:04
374,"Building 964, Floor 42, Unit 365, Dubai Media City, Dubai, UAE",1563455,5,2,6592,Garden Apartment,Dubai Media City,Aqua Properties,2024-06-20,Pool View,"Central AC, Pet Friendly, Garden, Terrace",7059,Veronica Shannon,الجابر LLC,Under Contract,2024-10-04,2025-08-24 16:23:04
375,"Building 307, Floor 42, Unit 883, Al Satwa, Dubai, UAE",2759728,7,4,4411,Duplex,Al Satwa,Damac Properties,2025-03-14,Pool View,"Spa, Built-in Wardrobes, Terrace",35195,جرّاح آل خضير,"Rivas, Williams and Perez",Sold,2025-06-12,2025-08-24 16:23:04
376,"Building 2, Floor 10, Unit 509, Al Quoz, Dubai, UAE",1975698,4,1,1068,Apartment,Al Quoz,Nakheel,2025-09-20,Street View,"Spa, Garden, Maid's Room, Children's Playground, Modern Kitchen, Walk-in Closet",45293,Tamara Frazier,آل قصير-آل عواض,Available,2025-02-25,2025-08-24 16:23:04
377,"Building 923, Floor 25, Unit 667, Dubai Internet City, Dubai, UAE",898166,7,5,3234,Serviced Apartment,Dubai Internet City,Al Habtoor Group,2024-12-31,Pool View,"Children's Playground, Central AC, Concierge, Study Room, Terrace, Gym, Parking",13043,المهندسة ميسون أبو داوود,آل رفيع-المهيدب,Sold,2024-10-20,2025-08-24 16:23:04
378,"Building 540, Floor 28, Unit 531, Al Mankhool, Dubai, UAE",2393367,3,2,5020,Loft,Al Mankhool,Omniyat,2024-02-13,Mountain View,"24/7 Maintenance, Security, Garden, Maid's Room",26052,سامح آل مقطة,المغاولة PLC,Sold,2024-09-10,2025-08-24 16:23:04
379,"Building 350, Floor 1, Unit 1, Al Hudaiba, Dubai, UAE",9742792,5,6,3051,Villa,Al Hudaiba,Sobha Realty,2026-08-08,Street View,"Built-in Wardrobes, Tennis Court, Study Room, Parking, Driver's Room, Garden, Furnished",47727,Suzanne Kerr,"آل جعفر, الدباغ and أبا الخيل",Under Contract,2025-01-30,2025-08-24 16:23:04
380,"Building 275, Floor 44, Unit 214, Al Mankhool, Dubai, UAE",10984893,3,3,4390,Penthouse,Al Mankhool,Knight Frank,2022-06-21,Garden View,"Basketball Court, 24/7 Maintenance, Garden, Driver's Room, Furnished, Central AC, Modern Kitchen, Balcony",16364,Melody Thompson,"المغاولة, الحكير and العقيل",Under Contract,2025-06-08,2025-08-24 16:23:04
381,"Building 962, Floor 8, Unit 137, Dubai Silicon Oasis, Dubai, UAE",1001891,6,2,6541,Loft,Dubai Silicon Oasis,Al Habtoor Group,2024-04-28,Mountain View,"Walk-in Closet, Terrace, Garden, BBQ Area, Parking, Security",8026,نورس آل عواض,Watson and Sons,Rented,2025-05-24,2025-08-24 16:23:04
382,"Building 635, Floor 2, Unit 399, Al Warqa, Dubai, UAE",844899,2,2,1227,Apartment,Al Warqa,Azizi Developments,2026-02-17,City View,"Tennis Court, Balcony, Built-in Wardrobes, Pet Friendly, Central AC, BBQ Area",9086,Christopher Burke,Nguyen-Thornton,Sold,2024-10-28,2025-08-24 16:23:04
383,"Building 47, Floor 30, Unit 513, Business Bay, Dubai, UAE",1379215,0,1,511,Studio,Business Bay,Union Properties,2024-10-23,City View,"Pet Friendly, Spa, Concierge, Children's Playground, Tennis Court, Walk-in Closet",43665,المهندس نوح أبا الخيل,Rodriguez Ltd,Sold,2024-09-28,2025-08-24 16:23:04
384,"Building 85, Floor 39, Unit 711, Umm Suqeim, Dubai, UAE",9783928,7,4,5872,Penthouse,Umm Suqeim,Nakheel,2021-10-31,Street View,"Children's Playground, Furnished, Parking, Driver's Room, Tennis Court",25431,Lucas Dixon,آل عواض-الراشد,Under Contract,2025-06-25,2025-08-24 16:23:04
385,"Building 130, Floor 43, Unit 386, Al Quoz, Dubai, UAE",2756769,5,4,6443,Loft,Al Quoz,Bloom Properties,2021-08-28,Mountain View,"Study Room, Spa, Furnished, Basketball Court, Concierge, Central AC, 24/7 Maintenance, Swimming Pool",8580,ابتسام المهنا,آل حسين and Sons,Available,2024-09-16,2025-08-24 16:23:04
386,"Building 240, Floor 1, Unit 1, Al Ghadeer, Dubai, UAE",3976847,7,2,5109,Villa,Al Ghadeer,Aqua Properties,2022-11-19,Garden View,"Modern Kitchen, Central AC, Security, Tennis Court",38656,فتوح آل علي,أبو داوود LLC,Rented,2025-07-11,2025-08-24 16:23:04
387,"Building 495, Floor 14, Unit 135, Jumeirah Beach Residence, Dubai, UAE",2562253,5,4,2464,Duplex,Jumeirah Beach Residence,Union Properties,2025-11-18,Sea View,"Built-in Wardrobes, Balcony, Children's Playground, Swimming Pool",42073,Jorge Wilson,Hicks-Powers,Rented,2025-06-21,2025-08-24 16:23:04
388,"Building 862, Floor 20, Unit 819, The Springs, Dubai, UAE",1055651,3,3,4077,Loft,The Springs,Meraas,2023-12-30,City View,"Garden, Basketball Court, Study Room, Built-in Wardrobes, Modern Kitchen",29017,غالي حنبولي,"آل حسين, الراشد and المهنا",Sold,2025-05-25,2025-08-24 16:23:04
389,"Building 43, Floor 23, Unit 502, Al Karama, Dubai, UAE",3059516,2,3,1751,Apartment,Al Karama,Azizi Developments,2026-08-30,Sea View,"Security, Parking, Driver's Room, Basketball Court, 24/7 Maintenance, Children's Playground, Pet Friendly, Walk-in Closet",31481,ناديه المشاولة,"Walters, Austin and Rogers",Under Contract,2024-11-24,2025-08-24 16:23:04
390,"Building 950, Floor 32, Unit 883, Dubai Healthcare City, Dubai, UAE",2636596,4,2,4872,Serviced Apartment,Dubai Healthcare City,Deyaar Development,2021-05-13,Street View,"Garden, Security, Gym",16111,Lisa Beck,Scott-Greene,Available,2025-08-04,2025-08-24 16:23:04
391,"Building 360, Floor 1, Unit 1, Al Manara, Dubai, UAE",5561656,5,3,3949,Villa,Al Manara,Aqua Properties,2022-08-05,Garden View,"Parking, Balcony, Spa",42722,الأستاذة جميلة آل محمد بن علي بن جماز,Estrada-Rogers,Sold,2025-07-28,2025-08-24 16:23:04
392,"Building 345, Floor 37, Unit 221, Al Quoz, Dubai, UAE",3157614,1,2,976,Apartment,Al Quoz,Union Properties,2022-06-09,Sea View,"Maid's Room, BBQ Area, Parking, Driver's Room, Concierge",28585,ياسمين آل معيض,Johnson Ltd,Under Contract,2025-02-01,2025-08-24 16:23:04
393,"Building 652, Floor 1, Unit 654, Al Aweer, Dubai, UAE",5280124,4,4,6954,Penthouse,Al Aweer,Azizi Developments,2027-04-19,Pool View,"Garden, Built-in Wardrobes, BBQ Area, Study Room, Basketball Court",12261,ذريع المهنا,Todd-Kennedy,Under Contract,2025-01-22,2025-08-24 16:23:04
394,"Building 738, Floor 48, Unit 963, Al Marmoom, Dubai, UAE",2012669,3,6,7412,Loft,Al Marmoom,Union Properties,2023-05-03,Street View,"Furnished, Gym, BBQ Area, Walk-in Closet, 24/7 Maintenance, Driver's Room, Balcony, Parking",40454,Diana Pace,آل صفوان Ltd,Under Contract,2025-05-13,2025-08-24 16:23:04
395,"Building 521, Floor 33, Unit 63, Dubai Marina, Dubai, UAE",6437508,4,5,2178,Duplex,Dubai Marina,Cluttons,2025-12-24,Street View,"Basketball Court, Central AC, Swimming Pool, BBQ Area, Tennis Court, Modern Kitchen, Pet Friendly, Terrace",19698,مرعي الشايع,"آل معيض, آل العسكري and آل خضير",Rented,2024-12-02,2025-08-24 16:23:04
396,"Building 373, Floor 30, Unit 184, Dubai Media City, Dubai, UAE",1383632,3,5,2830,Loft,Dubai Media City,Sobha Realty,2021-10-31,Sea View,"Maid's Room, Concierge, Tennis Court, 24/7 Maintenance",20522,Devin Wong,Wright PLC,Available,2025-07-03,2025-08-24 16:23:04
397,"Building 574, Floor 1, Unit 1, Jumeirah Islands, Dubai, UAE",7742313,5,3,6272,Villa,Jumeirah Islands,Al Habtoor Group,2022-02-20,Garden View,"Children's Playground, Modern Kitchen, Maid's Room, Garden, Central AC, Driver's Room, Spa, Balcony",39107,الأستاذة تمام آل جعفر,Black Ltd,Under Contract,2024-10-08,2025-08-24 16:23:04
398,"Building 429, Floor 1, Unit 1, Dubai Silicon Oasis, Dubai, UAE",7594506,6,2,6490,Villa,Dubai Silicon Oasis,Select Group,2025-05-07,City View,"Modern Kitchen, Concierge, Garden, Maid's Room, Furnished, Gym",16449,Ethan Landry,آل عايض-آل مقطة,Available,2025-08-20,2025-08-24 16:23:04
399,"Building 178, Floor 14, Unit 303, Al Yalayis, Dubai, UAE",2443935,3,3,1685,Apartment,Al Yalayis,Aqua Properties,2021-09-14,Mountain View,"Central AC, Tennis Court, Parking, BBQ Area",37439,مظهر العقيل,"الجابر, آل مقطة and آل سعود",Sold,2025-07-07,2025-08-24 16:23:04
400,"Building 755, Floor 18, Unit 797, Jumeirah Islands, Dubai, UAE",5944554,5,6,4644,Townhouse,Jumeirah Islands,Better Homes,2024-05-26,City View,"Central AC, Modern Kitchen, 24/7 Maintenance, Swimming Pool",41512,راما حنبولي,"الشايع, حجار and آل صفوان",Available,2025-03-19,2025-08-24 16:23:04
401,"Building 458, Floor 36, Unit 322, Business Bay, Dubai, UAE",2044924,4,2,1286,Apartment,Business Bay,Savills,2026-04-28,Mountain View,"Concierge, Built-in Wardrobes, Pet Friendly",13057,Evan Murray,Jordan Group,Available,2025-01-27,2025-08-24 16:23:04
402,"Building 993, Floor 7, Unit 607, Jumeirah Park, Dubai, UAE",2159945,6,5,4645,Triplex,Jumeirah Park,Cluttons,2026-07-18,City View,"Modern Kitchen, Terrace, Walk-in Closet, Maid's Room, Driver's Room, Tennis Court, Concierge, Parking",24933,وجيه آل بن ظافر,"آل قصير, العليان and المهيدب",Rented,2025-01-28,2025-08-24 16:23:04
403,"Building 320, Floor 6, Unit 690, The Springs, Dubai, UAE",7020991,5,3,5061,Duplex,The Springs,Knight Frank,2021-05-09,Garden View,"Pet Friendly, Driver's Room, Balcony, Concierge, Security, Parking",46549,السيد نوّاف شربتلي,Hansen and Sons,Under Contract,2025-07-29,2025-08-24 16:23:04
404,"Building 791, Floor 1, Unit 1, Al Thanyah, Dubai, UAE",14722416,4,4,3428,Villa,Al Thanyah,Damac Properties,2026-02-19,City View,"Terrace, Swimming Pool, Driver's Room, Built-in Wardrobes, Parking, Spa, Furnished, Modern Kitchen",15045,Brandy Mckay,Smith-Ayers,Rented,2025-02-22,2025-08-24 16:23:04
405,"Building 984, Floor 48, Unit 241, The Springs, Dubai, UAE",9397682,5,2,6797,Penthouse,The Springs,Select Group,2023-07-04,Garden View,"Terrace, Basketball Court, Pet Friendly, Spa, Balcony",35724,Robert Ferguson,Spencer-Freeman,Under Contract,2025-04-05,2025-08-24 16:23:04
406,"Building 842, Floor 28, Unit 316, Al Quoz, Dubai, UAE",993169,3,1,1977,Apartment,Al Quoz,Select Group,2023-05-21,Garden View,"Pet Friendly, Built-in Wardrobes, Walk-in Closet, Security, Gym, Children's Playground, Swimming Pool",45602,Lisa Smith,"Sharp, Taylor and Rush",Under Contract,2025-01-04,2025-08-24 16:23:04
407,"Building 783, Floor 43, Unit 276, Al Lisaili, Dubai, UAE",1598182,0,1,416,Studio,Al Lisaili,Damac Properties,2026-05-08,Garden View,"Driver's Room, Parking, Pet Friendly, Basketball Court, Furnished, BBQ Area",30229,Dr. Tara Flores,"Flores, Brown and White",Under Contract,2024-12-11,2025-08-24 16:23:04
408,"Building 756, Floor 9, Unit 469, Jumeirah, Dubai, UAE",892466,1,3,1984,Apartment,Jumeirah,Dubai Properties,2021-07-22,Street View,"Tennis Court, Study Room, Concierge, Built-in Wardrobes, Basketball Court, Pet Friendly, Parking, Security",46457,Mr. Michael Griffith,Thompson PLC,Rented,2025-02-08,2025-08-24 16:23:04
409,"Building 961, Floor 33, Unit 989, Dubai International Financial Centre, Dubai, UAE",11137308,5,3,5924,Penthouse,Dubai International Financial Centre,Meraas,2027-04-17,Garden View,"Spa, Parking, BBQ Area, Study Room, 24/7 Maintenance, Terrace, Driver's Room",20181,Eric Robinson,"Ruiz, Williams and Munoz",Available,2025-07-21,2025-08-24 16:23:04
410,"Building 420, Floor 1, Unit 1, Al Qusais, Dubai, UAE",10712203,5,6,7191,Villa,Al Qusais,Sobha Realty,2026-02-16,Garden View,"Pet Friendly, Walk-in Closet, Children's Playground, Terrace, Basketball Court, Swimming Pool, Concierge",5131,مُرسي بقشان,"الجفالي, آل قصير and كانو",Rented,2025-02-28,2025-08-24 16:23:04
411,"Building 339, Floor 45, Unit 688, Business Bay, Dubai, UAE",1877927,4,2,1839,Apartment,Business Bay,Deyaar Development,2027-02-11,Street View,"Furnished, Balcony, Security, Basketball Court, Driver's Room, Gym, Children's Playground, Terrace",23499,Anna Mooney,Lester Inc,Under Contract,2025-07-09,2025-08-24 16:23:04
412,"Building 692, Floor 41, Unit 612, Al Faqa, Dubai, UAE",4692558,7,2,6218,Duplex,Al Faqa,Select Group,2023-10-24,Street View,"Basketball Court, Walk-in Closet, Furnished, Swimming Pool, Gym, Balcony, Concierge, Garden",21826,Loretta Ortiz,Morton PLC,Available,2025-07-23,2025-08-24 16:23:04
413,"Building 194, Floor 10, Unit 921, Al Jafiliya, Dubai, UAE",2034822,4,2,5213,Duplex,Al Jafiliya,Bloom Properties,2023-02-28,City View,"Garden, Modern Kitchen, Maid's Room",28007,Tina Conner,آل قصير-الخرافي,Sold,2025-02-08,2025-08-24 16:23:04
414,"Building 968, Floor 38, Unit 247, Al Hudaiba, Dubai, UAE",2788349,5,6,3030,Garden Apartment,Al Hudaiba,Savills,2024-12-21,Sea View,"Spa, Maid's Room, Basketball Court, Gym",18239,لوليا بقشان,المهيدب-العجلان,Rented,2025-04-21,2025-08-24 16:23:04
415,"Building 35, Floor 25, Unit 553, Al Satwa, Dubai, UAE",2288472,6,6,4295,Garden Apartment,Al Satwa,Union Properties,2023-07-02,Mountain View,"Walk-in Closet, Central AC, Garden",24355,Kyle Todd,"آل عطفة, آل قصير and الشايع",Sold,2025-07-16,2025-08-24 16:23:04
